,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Family,AgeClass,Title_Master,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rare
264,2,1,1.0,0,0,1,1,0,2.0,0,0,0,0,1,0,0,0
265,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
266,1,1,1.0,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0
267,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
268,3,0,1.0,0,0,1,0,0,3.0,0,1,0,0,0,0,0,0
269,3,1,1.0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0
270,1,1,2.0,0,0,3,1,0,2.0,0,0,0,0,1,0,0,0
271,3,1,1.0,0,0,0,2,0,3.0,0,0,0,0,1,0,0,0
272,1,0,1.0,1,0,3,1,1,1.0,0,0,0,0,0,1,0,0
273,3,0,1.0,1,0,2,2,1,3.0,0,1,0,0,0,0,0,0
274,3,1,1.0,0,0,0,1,0,3.0,0,0,0,0,1,0,0,0
275,2,0,1.0,1,0,2,0,1,2.0,0,1,0,0,0,0,0,0
276,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
277,2,1,2.0,1,0,2,0,1,4.0,0,0,0,0,1,0,0,0
278,2,1,1.0,1,0,2,0,1,2.0,0,0,0,0,1,0,0,0
279,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
280,3,0,1.0,0,0,1,0,0,3.0,0,1,0,0,0,0,0,0
281,3,1,0.0,1,1,1,0,2,0.0,1,0,0,0,0,0,0,0
282,3,0,1.0,0,0,0,2,0,3.0,0,1,0,0,0,0,0,0
283,3,0,0.0,1,1,2,1,2,0.0,0,1,0,0,0,0,0,0
284,3,0,0.0,1,1,2,0,2,0.0,0,1,0,0,0,0,0,0
285,3,1,2.0,0,0,0,0,0,6.0,0,0,0,0,1,0,0,0
286,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
287,1,1,1.0,1,0,3,0,1,1.0,0,0,0,0,1,0,0,0
288,3,1,1.0,0,0,0,1,0,3.0,0,0,0,0,1,0,0,0
289,3,1,1.0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0
290,1,1,1.0,0,0,3,0,0,1.0,0,0,0,0,1,0,0,0
291,3,0,1.0,0,0,0,2,0,3.0,0,1,0,0,0,0,0,0
292,3,1,1.0,0,0,0,1,0,3.0,0,0,0,0,1,0,0,0
293,1,1,3.0,1,1,3,0,2,3.0,0,0,0,0,0,0,0,1
294,3,1,2.0,0,0,1,0,0,6.0,0,0,0,0,1,0,0,0
295,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
296,2,0,0.0,1,2,3,1,3,0.0,0,1,0,0,0,0,0,0
297,3,1,1.0,2,0,2,1,2,3.0,0,0,0,0,1,0,0,0
298,1,1,1.0,0,0,3,0,0,1.0,0,0,0,0,1,0,0,0
299,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
300,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
301,2,1,1.0,0,0,2,1,0,2.0,0,0,0,0,1,0,0,0
302,2,1,2.0,0,1,2,0,1,4.0,0,0,0,0,1,0,0,0
303,3,1,1.0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0
304,3,0,1.0,0,0,0,2,0,3.0,0,1,0,0,0,0,0,0
305,1,0,3.0,1,1,2,0,2,3.0,0,0,0,0,0,1,0,0
306,1,1,1.0,1,2,3,0,3,1.0,0,0,0,0,1,0,0,0
307,3,1,0.0,0,1,1,0,1,0.0,1,0,0,0,0,0,0,0
308,1,1,3.0,1,1,3,0,2,3.0,0,0,0,0,1,0,0,0
309,3,0,2.0,1,0,1,0,1,6.0,0,0,0,0,0,1,0,0
310,3,1,1.0,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0
311,3,1,1.0,0,0,0,1,0,3.0,0,0,0,0,1,0,0,0
312,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
313,3,0,2.0,0,0,0,2,0,6.0,0,1,0,0,0,0,0,0
314,1,0,3.0,0,0,3,1,0,3.0,0,0,0,0,0,1,0,0
315,3,0,1.0,0,0,0,2,0,3.0,0,1,0,0,0,0,0,0
316,1,1,3.0,1,0,3,1,1,3.0,0,0,0,0,1,0,0,0
317,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
318,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
319,2,1,1.0,2,0,3,0,2,2.0,0,0,0,0,1,0,0,0
320,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
321,3,1,1.0,0,0,0,1,0,3.0,0,0,0,0,1,0,0,0
322,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
323,1,1,2.0,0,0,2,0,0,2.0,0,0,0,0,1,0,0,0
324,1,0,2.0,0,0,3,0,0,2.0,0,1,0,0,0,0,0,0
325,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
326,2,0,0.0,2,1,3,0,3,0.0,0,1,0,0,0,0,0,0
327,1,1,2.0,0,0,3,1,0,2.0,0,0,0,0,1,0,0,0
328,2,1,1.0,1,0,2,0,1,2.0,0,0,0,0,1,0,0,0
329,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
330,2,0,2.0,0,2,3,0,2,4.0,0,0,0,0,0,1,0,0
331,1,1,2.0,0,0,2,1,0,2.0,0,0,0,0,1,0,0,0
332,3,1,1.0,0,0,0,1,0,3.0,0,0,0,0,1,0,0,0
333,3,0,1.0,1,1,2,1,2,3.0,0,0,0,0,0,1,0,0
334,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
335,1,1,1.0,0,0,2,0,0,1.0,0,0,0,0,1,0,0,0
336,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,0,0,0,0
337,3,1,2.0,0,2,0,1,2,6.0,0,0,0,0,1,0,0,0
338,2,1,1.0,0,0,3,0,0,2.0,0,0,0,0,1,0,0,0
339,3,1,1.0,0,0,0,1,0,3.0,1,0,0,0,0,0,0,0
340,2,1,1.0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0
341,3,1,1.0,0,0,0,0,0,3.0,0,0,0,0,1,0,0,0
342,3,1,1.0,1,9,3,0,10,3.0,0,0,0,0,1,0,0,0
343,1,0,3.0,0,1,3,1,1,3.0,0,0,0,0,0,1,0,0
344,3,1,1.0,1,1,2,0,2,3.0,0,0,0,0,0,0,0,0
